# timestamp ; shimcoil temp [°C] ; Z ; Z2 ; Z3 ; Z4 ; Z5 ; X ; XZ ; XZ2 ; (X2-Y2) ; XY ; Y ; YZ ; YZ2 ; (X2-Y2)Z2 ; XZ4 ; XZ3 ; Z6 ; (X2-Y2)Z ; YZ4 ; YZ3 ; XYZ2 ; XYZ ; X3Z ; X3 ; Y3Z ; Y3 ; Z7 ; Z8 ; Z9 ; Z10 ; XZ5 ; YZ5 ; (X2-Y2)Z3 ; (X2-Y2)Z4 ; (X2-Y2)Z5 ; XYZ3 ; XYZ4 ; XYZ5 ; Z0
2017-08-30T10:41:56.014+0200;32.00;-46539;748;-1008;5197;3348;47567;1622;487;-15534;12940;-13314;-2069;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-08-31T10:42:56.012+0200;33.00;-46571;740;-1080;5255;3376;47635;1751;487;-15534;12940;-13244;-2069;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-01T10:43:56.020+0200;32.00;-46501;648;-943;4850;3355;47546;1662;487;-15534;12940;-13304;-2078;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-02T10:44:56.026+0200;33.00;-46754;640;-1226;4845;3392;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-03T10:45:56.022+0200;33.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-04T09:01:33.457+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-05T09:02:09.814+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-06T09:03:09.830+0200;33.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-07T09:04:09.841+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-08T09:05:09.842+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-09T09:06:09.843+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-10T09:07:09.839+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-11T09:08:09.839+0200;34.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-11T16:03:23.780+0200;33.00;-46788;622;-1187;4808;3142;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-12T15:41:39.748+0200;35.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T15:55:29.417+0200;35.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T15:57:10.066+0200;35.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T16:26:55.510+0200;34.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T16:43:31.504+0200;34.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T17:00:16.410+0200;34.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-12T17:07:43.692+0200;34.00;-46808;634;-1245;4800;3328;47555;1610;417;-15359;13003;-13309;-2034;-2447;-760;-295;719;-5178;1692;-200;-905;2741;6519;8620;12830;-2159;-3780;-17668;0;0;0;3592;2249;1266;3078;0;-771;4311;0;0
2017-09-13T17:08:42.566+0200;33.00;-46615;662;-1022;5051;3159;47530;1637;495;-15382;13098;-13308;-2066;-2485;-956;-573;527;-5178;1684;-322;-698;2574;6573;8003;12525;-2345;-3797;-17668;0;0;0;5590;626;1534;4008;0;-932;5095;0;0
2017-09-14T12:01:39.479+0200;34.00;-46799;870;-1117;5110;3131;47546;1533;487;-15534;12940;-13451;-2089;-2567;-801;-540;650;-5178;1710;-294;-887;2872;6409;8527;12813;-1989;-4030;-17668;0;0;0;4428;2200;1436;2721;0;-433;4496;0;0
2017-09-20T08:52:26.850+0200;34.00;-46635;579;-994;5200;2894;47541;1598;508;-15485;13118;-13372;-2132;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-25T08:52:32.156+0200;33.00;-46564;634;-970;4898;3232;47543;1598;508;-15485;13118;-13332;-2132;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-26T08:53:31.220+0200;33.00;-46697;631;-1031;4824;3012;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-27T08:54:31.237+0200;33.00;-46668;659;-1091;4879;3302;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-28T08:55:31.224+0200;33.00;-46549;737;-933;5533;3042;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-29T08:56:31.231+0200;33.00;-46795;635;-1092;4687;2953;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-09-30T08:57:31.221+0200;33.00;-46629;681;-1005;4984;3165;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-01T08:58:31.217+0200;33.00;-46764;620;-1164;4672;3304;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-02T08:59:31.218+0200;33.00;-46897;545;-1337;4680;3219;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-03T09:00:31.329+0200;33.00;-46961;521;-1467;4132;3251;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-04T09:01:31.259+0200;34.00;-46713;644;-1093;4901;3240;47509;1662;508;-15485;13118;-13358;-2095;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-05T09:02:31.235+0200;34.00;-46752;654;-1061;4838;2831;47616;1674;508;-15485;13118;-13234;-2084;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-06T09:03:31.231+0200;33.00;-46718;648;-1063;4926;3142;47591;1664;508;-15485;13118;-13302;-2062;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-06T10:18:49.620+0200;34.00;-46718;648;-1063;4926;3142;47591;1664;508;-15485;13118;-13302;-2062;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-07T10:19:48.194+0200;34.00;-46758;648;-1060;5156;2816;47659;1793;508;-15485;13118;-13413;-2100;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-08T10:20:48.193+0200;34.00;-46758;648;-1060;5156;2816;47659;1793;508;-15485;13118;-13413;-2100;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-09T10:21:48.207+0200;33.00;-46649;604;-1145;5038;3470;47451;1580;508;-15485;13118;-13364;-2100;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-10T10:22:48.201+0200;34.00;-46803;602;-1172;4525;3221;47659;1793;508;-15485;13118;-13413;-2100;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-11T10:23:48.213+0200;34.00;-46442;734;-892;5103;3171;47557;1836;508;-15485;13118;-13413;-2100;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-17T10:33:43.537+0200;35.00;-46642;614;-988;4915;2884;47573;1598;508;-15485;13118;-13352;-2132;-2524;-719;-395;695;-5178;1654;-258;-870;2703;6496;8708;12442;-2016;-4060;-17668;0;0;0;4428;2200;1519;2721;0;-558;4496;0;0
2017-10-18T10:34:42.316+0200;34.00;-46743;640;-1101;4888;3212;47680;1712;499;-15570;12753;-13103;-2056;-2703;-591;-528;1204;-5178;1696;-24;-1180;2821;6364;8338;13345;-2236;-3882;-17668;0;0;0;-1786;3577;1342;2033;0;-712;4259;0;0
2017-10-19T10:35:42.308+0200;33.00;-46627;648;-1068;4846;3368;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-20T10:36:42.306+0200;34.00;-46615;649;-1088;4888;3445;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-21T10:37:42.325+0200;33.00;-46637;637;-1100;4979;3422;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-22T10:38:42.305+0200;34.00;-46637;637;-1100;4979;3422;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-23T10:39:42.309+0200;35.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-25T08:49:05.701+0200;37.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-26T08:49:59.766+0200;35.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-27T08:50:59.764+0200;32.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-27T14:13:07.617+0200;32.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-28T14:14:06.442+0200;34.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-29T13:15:06.431+0100;35.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-30T13:16:06.459+0100;35.00;-46647;622;-1098;4947;3457;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-10-31T13:17:06.432+0100;35.00;-46572;624;-1056;4694;3557;47579;1697;478;-15594;13106;-13304;-2078;-2564;-602;-321;505;-5178;1645;-364;-864;2829;6452;8654;12612;-2061;-4210;-17668;0;0;0;6499;1806;1628;2181;0;-507;3750;0;0
2017-11-01T13:18:06.447+0100;34.00;-46606;666;-1018;4795;2902;47500;1616;451;-15578;13092;-13321;-2073;-2452;-557;-577;524;-5178;1591;-354;-852;2829;6477;8652;12771;-2006;-4098;-17668;0;0;0;6499;1806;1593;2181;0;-702;3750;0;0
2017-11-02T13:19:06.441+0100;33.00;-46606;666;-1018;4795;2902;47500;1616;451;-15578;13092;-13321;-2073;-2452;-557;-577;524;-5178;1591;-354;-852;2829;6477;8652;12771;-2006;-4098;-17668;0;0;0;6499;1806;1593;2181;0;-702;3750;0;0
2017-11-03T13:20:06.446+0100;35.00;-46537;647;-977;4810;3314;47469;1612;456;-15391;12995;-13296;-2017;-2462;-1012;-596;928;-5178;1658;-148;-1131;2850;6537;8706;12813;-2336;-3758;-17668;0;0;0;1220;4113;1283;3340;0;-811;3750;0;0
2017-11-04T13:21:06.541+0100;34.00;-46871;539;-1209;4475;2818;47486;1601;445;-15535;12918;-13328;-2043;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-05T13:22:06.445+0100;35.00;-46663;638;-1070;4975;3279;47486;1601;445;-15535;12918;-13328;-2043;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-06T12:13:03.619+0100;35.00;-46629;638;-1070;4975;3279;47486;1601;445;-15535;12918;-13328;-2043;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-07T12:14:00.528+0100;34.00;-46664;628;-1097;4914;3158;47486;1601;445;-15535;12918;-13328;-2043;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-08T12:15:00.528+0100;33.00;-46750;550;-1251;4651;3165;47486;1601;445;-15535;12918;-13328;-2043;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-09T12:16:00.519+0100;33.00;-46599;640;-1126;4886;3275;47533;1669;445;-15535;12918;-13279;-1999;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-10T12:17:00.520+0100;33.00;-46674;832;-1119;5369;3293;47534;1626;445;-15535;12918;-13361;-2065;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-11T12:18:00.528+0100;33.00;-46611;650;-958;5223;2917;47670;1581;445;-15535;12918;-13378;-2103;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-12T12:19:00.515+0100;32.00;-46615;640;-1044;5051;3109;47670;1581;445;-15535;12918;-13378;-2103;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-13T09:00:15.797+0100;33.00;-46609;651;-1169;4572;3157;47670;1581;445;-15535;12918;-13378;-2103;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-13T14:38:26.460+0100;33.00;-46609;651;-1169;4572;3157;47670;1581;445;-15535;12918;-13378;-2103;-2447;-856;-621;903;-5178;1696;-454;-968;2940;6519;9124;12925;-2256;-4273;-17668;0;0;0;1220;4113;925;3340;0;-1126;3750;0;0
2017-11-14T14:39:25.692+0100;34.00;-46632;653;-1016;4963;3132;47509;1593;417;-15337;12883;-13328;-2081;-2345;-1062;-461;978;-5178;1949;-648;-1004;3096;6147;8970;14397;-2292;-3786;-17668;0;0;0;1220;4113;477;3340;0;-68;3750;0;0
2017-11-15T14:40:25.687+0100;35.00;-46719;831;-1186;5562;3578;47550;1582;452;-15579;13003;-13334;-2077;-2495;-706;-448;1057;-5178;1596;-254;-740;2971;6432;8919;12746;-2415;-4048;-17668;0;0;0;245;-304;1623;2455;0;-779;3750;0;0
2017-11-16T14:41:25.711+0100;35.00;-46734;827;-1176;5525;3404;47550;1582;452;-15579;13003;-13334;-2077;-2495;-706;-448;1057;-5178;1596;-254;-740;2971;6432;8919;12746;-2415;-4048;-17668;0;0;0;245;-304;1623;2455;0;-779;3750;0;0
2017-11-17T14:42:25.688+0100;35.00;-46732;833;-1121;5532;3256;47533;1642;459;-15543;12968;-13296;-2038;-2491;-692;-494;732;-5178;1653;-193;-992;2757;6473;8931;12612;-2118;-4008;-17668;0;0;0;3378;2564;1390;2314;0;-820;3750;0;0
2017-11-18T14:43:25.699+0100;35.00;-46629;649;-1043;4919;3211;47550;1582;452;-15579;13003;-13334;-2077;-2495;-706;-448;1057;-5178;1596;-254;-740;2971;6432;8919;12746;-2415;-4048;-17668;0;0;0;245;-304;1623;2455;0;-779;3750;0;0
