# timestamp ; field [FU] ; field [Hz] ; base frequency 1H [Hz]
2018-12-02T20:53:25.638+0100;-2584.52;-16836.63;600550000.00
2018-12-03T20:54:25.649+0100;-2585.44;-16842.59;600550000.00
2018-12-04T12:28:34.358+0100;-2580.30;-16809.11;600550000.00
2018-12-05T12:29:08.462+0100;-2580.30;-16809.11;600550000.00
2018-12-06T00:30:08.354+0100;-2555.66;-16648.56;600550000.00
2018-12-11T08:55:09.448+0100;-2564.32;-16704.98;600550000.00
2018-12-11T14:03:02.014+0100;-2552.96;-16631.03;600550000.00
2018-12-12T02:03:39.728+0100;-2567.54;-16725.96;600550000.00
2018-12-17T08:11:17.249+0100;-2518.17;-16404.37;600550000.00
2018-12-17T20:11:56.703+0100;-2568.20;-16730.27;600550000.00
2018-12-18T08:11:56.817+0100;-2562.07;-16690.36;600550000.00
2018-12-19T08:12:56.821+0100;-2561.10;-16684.05;600550000.00
2019-01-02T08:54:45.640+0100;-2564.76;-16707.89;600550000.00
2019-01-02T20:55:26.062+0100;-2555.82;-16649.63;600550000.00
2019-01-03T20:56:26.063+0100;-2559.77;-16675.37;600550000.00
2019-01-04T08:56:26.194+0100;-2214.02;-14423.04;600550000.00
2019-01-04T20:57:26.067+0100;-2554.72;-16642.44;600550000.00
2019-01-05T20:58:26.070+0100;-2555.34;-16646.50;600550000.00
2019-01-06T20:59:26.068+0100;-2554.37;-16640.16;600550000.00
2019-01-07T21:00:26.067+0100;-2554.09;-16638.33;600550000.00
2019-01-08T16:34:06.612+0100;-2560.87;-16682.55;600550000.00
2019-01-09T04:34:43.876+0100;-2563.08;-16696.95;600550000.00
2019-01-10T04:35:43.880+0100;-2561.89;-16689.20;600550000.00
2019-01-10T16:35:43.988+0100;-2557.99;-16663.74;600550000.00
2019-01-11T16:36:44.024+0100;-2559.03;-16670.54;600550000.00
2019-01-12T04:37:43.873+0100;-2561.63;-16687.49;600550000.00
2019-01-12T16:37:43.983+0100;-2559.10;-16670.97;600550000.00
2019-01-13T16:38:44.000+0100;-2560.85;-16682.38;600550000.00
2019-01-16T07:53:45.952+0100;-2543.12;-16566.87;600550000.00
2019-01-21T09:04:41.588+0100;-2562.91;-16695.80;600550000.00
2019-01-21T09:18:30.108+0100;-2559.69;-16674.85;600550000.00
2019-01-21T21:19:07.540+0100;-2561.97;-16689.68;600550000.00
2019-01-22T09:19:07.690+0100;-2557.13;-16658.18;600550000.00
2019-01-22T21:20:07.546+0100;-2565.23;-16710.91;600550000.00
2019-01-23T21:21:07.546+0100;-2565.77;-16714.47;600550000.00
2019-01-24T21:22:07.553+0100;-2563.92;-16702.40;600550000.00
2019-01-25T21:23:07.552+0100;-2563.57;-16700.12;600550000.00
2019-01-26T21:24:07.569+0100;-2565.47;-16712.53;600550000.00
2019-01-27T21:25:07.559+0100;-2565.80;-16714.63;600550000.00
2019-01-29T09:50:12.823+0100;-2556.54;-16654.35;600550000.00
2019-02-11T09:44:45.947+0100;-2559.63;-16674.44;600550000.00
2019-02-11T21:45:27.097+0100;-2574.68;-16772.52;600550000.00
2019-02-12T09:45:27.209+0100;-2517.75;-16401.66;600550000.00
2019-02-12T21:46:27.097+0100;-2577.21;-16789.00;600550000.00
2019-02-13T21:47:27.096+0100;-2579.86;-16806.27;600550000.00
2019-02-14T21:48:27.101+0100;-2519.43;-16412.59;600550000.00
2019-02-15T21:49:27.098+0100;-2582.55;-16823.74;600550000.00
2019-02-16T21:50:27.106+0100;-2582.71;-16824.78;600550000.00
2019-02-17T21:51:27.097+0100;-2583.45;-16829.63;600550000.00
2019-02-19T09:00:13.975+0100;-2583.32;-16828.80;600550000.00
2019-02-20T09:01:13.984+0100;-2574.92;-16774.04;600550000.00
2019-02-21T09:02:13.978+0100;-2574.30;-16770.01;600550000.00
2019-02-21T21:03:13.897+0100;-2581.47;-16816.73;600550000.00
2019-02-23T04:29:48.981+0100;-2575.37;-16777.00;600550000.00
2019-02-24T04:30:48.973+0100;-2576.33;-16783.25;600550000.00
2019-02-25T04:31:48.966+0100;-2574.29;-16769.93;600550000.00
2019-03-04T09:21:13.672+0100;-2514.29;-16379.12;600550000.00
2019-03-04T21:21:53.635+0100;-2587.69;-16857.27;600550000.00
2019-03-05T09:21:53.742+0100;-2584.97;-16839.52;600550000.00
2019-03-05T21:22:53.640+0100;-2587.79;-16857.92;600550000.00
2019-03-06T21:23:53.632+0100;-2590.42;-16875.04;600550000.00
2019-03-07T09:23:53.744+0100;-2584.22;-16834.62;600550000.00
2019-03-08T09:24:53.781+0100;-2582.35;-16822.48;600550000.00
2019-03-09T09:25:53.752+0100;-2581.70;-16818.21;600550000.00
2019-03-10T09:26:53.737+0100;-2582.13;-16821.04;600550000.00
2019-03-11T20:32:43.726+0100;-2576.37;-16783.49;600550000.00
2019-03-12T20:33:43.735+0100;-2578.13;-16794.94;600550000.00
2019-03-13T20:34:43.765+0100;-2580.53;-16810.62;600550000.00
2019-03-25T08:35:24.705+0100;-2590.06;-16872.70;600550000.00
2019-03-25T20:36:04.021+0100;-2578.53;-16797.56;600550000.00
2019-03-26T20:37:04.034+0100;-2579.84;-16806.11;600550000.00
2019-03-27T20:38:04.038+0100;-2578.46;-16797.10;600550000.00
2019-03-28T20:39:04.030+0100;-2578.95;-16800.33;600550000.00
2019-03-29T20:40:04.027+0100;-2580.92;-16813.16;600550000.00
2019-03-30T20:41:04.029+0100;-2581.87;-16819.34;600550000.00
2019-03-31T21:42:04.032+0200;-2582.75;-16825.09;600550000.00
2019-04-01T09:42:04.131+0200;-2580.28;-16808.98;600550000.00
2019-04-02T09:44:04.029+0200;-2582.44;-16823.02;600550000.00
2019-04-03T09:46:04.033+0200;-2584.15;-16834.20;600550000.00
2019-04-04T09:48:04.027+0200;-2584.29;-16835.09;600550000.00
2019-04-05T09:50:04.032+0200;-2582.25;-16821.84;600550000.00
2019-04-05T21:51:04.056+0200;-2580.21;-16808.55;600550000.00
2019-04-06T21:53:04.031+0200;-2579.84;-16806.11;600550000.00
2019-04-07T21:55:04.032+0200;-2578.91;-16800.07;600550000.00
2019-04-08T09:02:37.784+0200;-2541.09;-16553.65;600550000.00
2019-04-08T15:45:14.456+0200;-2574.27;-16769.82;600550000.00
2019-04-09T03:45:58.468+0200;-2582.68;-16824.63;600550000.00
2019-04-09T09:38:40.484+0200;-2577.15;-16788.62;600550000.00
2019-04-16T09:31:25.326+0200;-2549.89;-16611.00;600550000.00
2019-04-16T21:32:05.552+0200;-2583.48;-16829.82;600550000.00
2019-04-17T09:32:05.656+0200;-2579.33;-16802.77;600550000.00
2019-04-19T09:24:52.939+0200;-2560.58;-16680.61;600550000.00
2019-04-19T21:25:26.713+0200;-2582.14;-16821.08;600550000.00
2019-04-20T21:26:26.713+0200;-2583.74;-16831.49;600550000.00
2019-04-21T21:27:26.704+0200;-2585.21;-16841.06;600550000.00
2019-04-22T21:28:26.712+0200;-2587.48;-16855.88;600550000.00
2019-04-23T09:28:26.809+0200;-2584.22;-16834.65;600550000.00
2019-04-24T09:30:26.724+0200;-2584.17;-16834.29;600550000.00
2019-04-25T09:32:26.714+0200;-2583.73;-16831.48;600550000.00
2019-04-26T09:34:26.717+0200;-2582.80;-16825.42;600550000.00
2019-04-27T09:36:26.723+0200;-2582.21;-16821.53;600550000.00
2019-04-28T09:38:26.729+0200;-2581.50;-16816.91;600550000.00
2019-04-29T09:40:26.728+0200;-2583.82;-16832.01;600550000.00
2019-04-30T09:41:26.815+0200;-2582.92;-16826.17;600550000.00
2019-05-01T09:43:26.725+0200;-2581.74;-16818.48;600550000.00
2019-05-06T09:17:24.714+0200;-2565.19;-16710.65;600550000.00
2019-05-06T12:01:04.700+0200;-2579.08;-16801.14;600550000.00
2019-05-07T00:01:45.770+0200;-2583.29;-16828.57;600550000.00
2019-05-07T12:01:45.856+0200;-2580.99;-16813.61;600550000.00
2019-05-08T00:02:45.766+0200;-2584.08;-16833.71;600550000.00
2019-05-09T00:03:45.764+0200;-2585.38;-16842.19;600550000.00
2019-05-10T00:04:45.765+0200;-2582.59;-16824.01;600550000.00
2019-05-11T00:05:45.773+0200;-2584.03;-16833.43;600550000.00
2019-05-12T00:06:45.780+0200;-2581.58;-16817.45;600550000.00
2019-05-13T00:07:45.771+0200;-2581.98;-16820.04;600550000.00
2019-05-13T10:04:34.595+0200;-2575.30;-16776.53;600550000.00
2019-05-13T22:05:18.300+0200;-2582.99;-16826.66;600550000.00
2019-05-14T22:06:18.302+0200;-2584.18;-16834.40;600550000.00
2019-05-16T08:28:04.492+0200;-2585.30;-16841.65;600550000.00
2019-05-17T08:29:04.476+0200;-2586.20;-16847.57;600550000.00
2019-05-18T08:30:04.467+0200;-2586.06;-16846.60;600550000.00
2019-05-19T08:31:04.500+0200;-2586.28;-16848.08;600550000.00
2019-05-20T15:47:09.909+0200;-2586.26;-16847.95;600550000.00
2019-05-21T15:48:08.967+0200;-2586.26;-16847.95;600550000.00
2019-06-03T12:21:55.085+0200;-2587.20;-16854.08;600550000.00
2019-06-04T12:22:34.820+0200;-2586.56;-16849.91;600550000.00
2019-06-05T12:23:34.845+0200;-2588.66;-16863.57;600550000.00
2019-06-24T09:03:04.708+0200;-2598.38;-16926.91;600550000.00
2019-06-24T21:03:48.216+0200;-2588.99;-16865.73;600550000.00
2019-06-25T21:04:48.219+0200;-2584.38;-16835.68;600550000.00
2019-06-26T21:05:48.216+0200;-2584.75;-16838.11;600550000.00
2019-06-27T21:06:48.213+0200;-2585.50;-16842.98;600550000.00
2019-06-28T21:07:48.224+0200;-2585.49;-16842.89;600550000.00
2019-06-29T21:08:48.220+0200;-2586.20;-16847.51;600550000.00
2019-06-30T21:09:48.217+0200;-2585.81;-16844.99;600550000.00
2019-07-04T09:20:13.547+0200;-2368.34;-15428.33;600550000.00
2019-07-04T21:20:47.556+0200;-2586.73;-16850.99;600550000.00
2019-07-05T21:21:47.552+0200;-2586.73;-16850.99;600550000.00
2019-07-06T21:22:47.546+0200;-2587.75;-16857.63;600550000.00
2019-07-07T21:23:47.548+0200;-2587.23;-16854.24;600550000.00
2019-07-08T09:22:02.575+0200;-2590.80;-16877.51;600550000.00
2019-07-09T09:22:36.731+0200;-2588.39;-16861.80;600550000.00
2019-07-10T09:23:36.743+0200;-2590.07;-16872.73;600550000.00
2019-07-11T09:24:36.779+0200;-2588.80;-16864.49;600550000.00
2019-07-12T09:25:36.752+0200;-2590.56;-16875.97;600550000.00
2019-07-13T09:26:36.691+0200;-2590.66;-16876.62;600550000.00
2019-07-14T09:27:36.706+0200;-2592.01;-16885.41;600550000.00
2019-07-15T09:28:36.699+0200;-2591.80;-16884.05;600550000.00
2019-07-22T09:01:39.323+0200;-2596.67;-16915.72;600550000.00
2019-07-23T09:02:19.029+0200;-2595.68;-16909.27;600550000.00
2019-07-23T21:03:18.922+0200;-2600.61;-16941.39;600550000.00
2019-07-24T21:04:18.922+0200;-2596.26;-16913.04;600550000.00
2019-07-25T21:05:18.922+0200;-2596.16;-16912.44;600550000.00
2019-07-26T21:06:18.919+0200;-2597.02;-16918.06;600550000.00
2019-07-27T21:07:18.919+0200;-2600.07;-16937.92;600550000.00
2019-07-28T21:08:18.913+0200;-2599.17;-16932.02;600550000.00
2019-07-29T21:09:18.915+0200;-2595.62;-16908.94;600550000.00
2019-07-30T21:10:18.923+0200;-2593.78;-16896.93;600550000.00
2019-07-31T21:11:18.917+0200;-2599.01;-16931.02;600550000.00
2019-08-01T21:12:18.915+0200;-2600.83;-16942.85;600550000.00
2019-08-02T21:13:18.915+0200;-2600.35;-16939.73;600550000.00
2019-08-03T21:14:18.920+0200;-2599.95;-16937.09;600550000.00
2019-08-04T21:15:18.927+0200;-2600.08;-16937.95;600550000.00
2019-08-05T20:33:43.542+0200;-2594.09;-16898.94;600550000.00
2019-08-06T20:34:43.543+0200;-2595.15;-16905.85;600550000.00
2019-08-07T20:35:43.542+0200;-2593.97;-16898.18;600550000.00
2019-08-08T20:36:43.556+0200;-2593.88;-16897.60;600550000.00
2019-08-09T20:37:43.548+0200;-2593.71;-16896.46;600550000.00
2019-08-10T20:38:43.554+0200;-2592.82;-16890.69;600550000.00
2019-08-11T20:39:43.548+0200;-2593.37;-16894.25;600550000.00
2019-08-19T15:26:05.694+0200;-3224.51;-21005.73;600550000.00
2019-08-20T03:26:48.262+0200;-2769.59;-18042.21;600550000.00
2019-08-20T15:26:48.364+0200;-2591.86;-16884.42;600550000.00
2019-08-21T03:27:48.262+0200;-2594.59;-16902.18;600550000.00
2019-08-22T03:28:48.261+0200;-2594.02;-16898.49;600550000.00
2019-08-23T03:29:48.269+0200;-2593.85;-16897.38;600550000.00
2019-08-24T03:30:48.267+0200;-2594.05;-16898.65;600550000.00
2019-08-25T03:31:48.261+0200;-2594.47;-16901.44;600550000.00
2019-08-26T03:32:48.265+0200;-2594.89;-16904.17;600550000.00
2019-08-27T03:33:48.270+0200;-2594.92;-16904.32;600550000.00
2019-08-27T15:33:48.464+0200;-2592.71;-16889.96;600550000.00
2019-08-28T15:34:48.350+0200;-2593.09;-16892.45;600550000.00
2019-08-29T15:35:48.353+0200;-2592.18;-16886.50;600550000.00
2019-08-30T15:36:48.371+0200;-2593.00;-16891.83;600550000.00
2019-08-31T15:37:48.352+0200;-2594.17;-16899.47;600550000.00
2019-09-01T15:38:48.349+0200;-2594.19;-16899.57;600550000.00
2019-09-02T15:39:48.368+0200;-2593.31;-16893.84;600550000.00
2019-09-03T15:40:48.394+0200;-2594.60;-16902.26;600550000.00
2019-09-04T15:42:48.262+0200;-2595.12;-16905.66;600550000.00
2019-09-05T15:44:48.265+0200;-2595.10;-16905.51;600550000.00
2019-09-06T15:46:48.258+0200;-2594.01;-16898.42;600550000.00
2019-09-07T15:48:48.279+0200;-2594.72;-16903.05;600550000.00
2019-09-08T15:50:48.280+0200;-2594.92;-16904.32;600550000.00
2019-09-09T08:35:33.198+0200;-2597.47;-16920.93;600550000.00
2019-09-09T20:36:16.349+0200;-2594.98;-16904.72;600550000.00
2019-09-10T20:37:16.327+0200;-2593.67;-16896.17;600550000.00
2019-09-11T20:38:16.323+0200;-2592.80;-16890.54;600550000.00
2019-09-12T20:39:16.319+0200;-2592.10;-16885.97;600550000.00
2019-09-13T20:40:16.327+0200;-2590.85;-16877.86;600550000.00
2019-09-14T20:41:16.333+0200;-2591.81;-16884.09;600550000.00
2019-09-15T20:42:16.324+0200;-2592.86;-16890.91;600550000.00
2019-09-16T20:43:16.324+0200;-2596.27;-16913.11;600550000.00
2019-09-17T20:44:16.324+0200;-2596.14;-16912.32;600550000.00
2019-09-18T20:45:16.322+0200;-2596.14;-16912.27;600550000.00
2019-09-19T20:46:16.318+0200;-2595.87;-16910.55;600550000.00
2019-09-20T20:47:16.326+0200;-2596.33;-16913.56;600550000.00
2019-09-21T20:48:16.330+0200;-2597.30;-16919.87;600550000.00
2019-09-22T20:49:16.331+0200;-2597.08;-16918.45;600550000.00
2019-09-23T20:50:16.327+0200;-2596.29;-16913.26;600550000.00
2019-09-24T20:51:16.328+0200;-2317.65;-15098.09;600550000.00
2019-09-25T08:51:16.402+0200;-1066.07;-6944.78;600550000.00
2019-09-25T20:52:16.335+0200;-2597.42;-16920.60;600550000.00
2019-09-26T20:53:16.329+0200;-2597.64;-16922.05;600550000.00
2019-09-27T20:54:16.327+0200;-2597.26;-16919.60;600550000.00
2019-09-28T20:55:16.331+0200;-2596.81;-16916.65;600550000.00
2019-09-29T20:56:16.324+0200;-2597.72;-16922.59;600550000.00
2019-10-14T09:19:21.533+0200;-2613.08;-17022.67;600550000.00
2019-10-14T11:21:49.262+0200;-2866.43;-18673.08;600550000.00
2019-10-14T23:22:33.327+0200;-2599.67;-16935.27;600550000.00
2019-10-15T11:22:33.419+0200;-2594.70;-16902.94;600550000.00
2019-10-16T11:23:33.414+0200;-2592.04;-16885.57;600550000.00
2019-10-17T11:24:33.427+0200;-2594.29;-16900.27;600550000.00
2019-10-18T11:25:33.430+0200;-2594.65;-16902.55;600550000.00
2019-10-19T11:26:33.454+0200;-2595.43;-16907.69;600550000.00
2019-10-20T11:27:33.424+0200;-2595.97;-16911.21;600550000.00
2019-10-21T11:28:33.413+0200;-2594.58;-16902.12;600550000.00
2019-10-22T13:44:58.420+0200;-2590.68;-16876.71;600550000.00
2019-11-12T10:26:38.078+0100;-2514.26;-16378.91;600550000.00
2019-11-12T22:27:21.997+0100;-2590.68;-16876.72;600550000.00
2019-11-13T22:28:22.000+0100;-2597.09;-16918.48;600550000.00
2019-11-14T22:29:21.995+0100;-2596.64;-16915.53;600550000.00
2019-11-18T09:37:04.963+0100;-2596.64;-16915.53;600550000.00
2019-11-18T21:59:47.719+0100;-2588.84;-16864.75;600550000.00
2019-11-19T22:00:47.720+0100;-2589.16;-16866.82;600550000.00
2019-11-20T22:01:47.718+0100;-2590.44;-16875.13;600550000.00
2019-11-21T22:02:47.735+0100;-2591.41;-16881.51;600550000.00
2019-11-22T22:03:47.725+0100;-2593.41;-16894.54;600550000.00
2019-11-23T22:04:47.720+0100;-2592.74;-16890.12;600550000.00
2019-11-24T22:05:47.719+0100;-2591.01;-16878.88;600550000.00
2019-12-09T09:05:32.904+0100;-2569.23;-16737.02;600550000.00
2019-12-09T21:06:30.241+0100;-2599.40;-16933.52;600550000.00
2019-12-10T09:06:30.329+0100;-2597.15;-16918.89;600550000.00
2019-12-11T09:07:30.326+0100;-2596.92;-16917.36;600550000.00
2019-12-12T09:08:30.313+0100;-2596.05;-16911.69;600550000.00
2019-12-12T21:09:30.243+0100;-2599.55;-16934.49;600550000.00
2019-12-13T09:09:30.333+0100;-2605.21;-16971.38;600550000.00
2019-12-13T21:10:30.246+0100;-2597.76;-16922.84;600550000.00
2019-12-14T21:11:30.243+0100;-2597.19;-16919.15;600550000.00
2019-12-15T21:12:30.243+0100;-2596.35;-16913.67;600550000.00
2019-12-16T20:29:18.281+0100;-2594.02;-16898.47;600550000.00
2019-12-17T08:29:18.360+0100;-2563.57;-16700.10;600550000.00
2020-01-06T11:12:44.602+0100;-2458.15;-16013.39;600550000.00
2020-01-06T23:13:43.188+0100;-2592.13;-16886.14;600550000.00
2020-01-07T23:14:43.189+0100;-2590.32;-16874.38;600550000.00
2020-01-08T23:15:43.187+0100;-2590.53;-16875.75;600550000.00
2020-01-09T23:16:43.185+0100;-2591.83;-16884.21;600550000.00
2020-01-10T23:17:43.184+0100;-2590.89;-16878.07;600550000.00
2020-01-11T23:18:43.198+0100;-2590.92;-16878.28;600550000.00
2020-01-12T23:19:43.196+0100;-2591.89;-16884.62;600550000.00
2020-01-13T23:21:43.208+0100;-2592.43;-16888.12;600550000.00
2020-01-14T11:22:43.198+0100;-2586.43;-16849.04;600550000.00
2020-01-14T23:23:43.194+0100;-2594.41;-16900.99;600550000.00
2020-02-03T08:52:36.944+0100;-2603.84;-16962.43;600550000.00
2020-02-03T20:53:34.707+0100;-2596.70;-16915.96;600550000.00
2020-02-04T14:38:04.697+0100;-2610.61;-17006.53;600550000.00
2020-02-05T02:39:03.152+0100;-2596.16;-16912.44;600550000.00
2020-02-06T02:40:03.159+0100;-2595.23;-16906.34;600550000.00
2020-02-07T02:41:03.171+0100;-2596.15;-16912.39;600550000.00
2020-02-08T02:53:26.663+0100;-2595.80;-16910.07;600550000.00
2020-02-09T02:54:26.666+0100;-2596.05;-16911.70;600550000.00
2020-02-10T02:55:26.659+0100;-2595.91;-16910.76;600550000.00
2020-02-24T08:58:20.440+0100;-2596.97;-16917.70;600550000.00
2020-02-24T10:44:08.295+0100;-2417.95;-15751.47;600550000.00
2020-02-24T13:53:25.468+0100;-2101.58;-13690.53;600550000.00
2020-02-25T01:53:35.291+0100;-2504.51;-16315.40;600550000.00
2020-02-25T13:53:35.365+0100;-2603.77;-16961.97;600550000.00
2020-02-26T13:54:35.360+0100;-2599.75;-16935.84;600550000.00
2020-02-27T01:55:35.286+0100;-2605.75;-16974.87;600550000.00
2020-02-27T13:55:35.359+0100;-2601.32;-16946.03;600550000.00
2020-02-28T13:56:35.356+0100;-2599.00;-16930.92;600550000.00
2020-02-29T01:57:35.294+0100;-2601.02;-16944.07;600550000.00
2020-03-01T01:58:35.295+0100;-2601.20;-16945.24;600550000.00
2020-03-02T01:59:35.286+0100;-2602.86;-16956.09;600550000.00
2020-03-09T09:39:58.612+0100;-2577.41;-16790.28;600550000.00
2020-03-09T21:40:37.706+0100;-2599.69;-16935.41;600550000.00
2020-03-10T21:41:37.688+0100;-2603.76;-16961.96;600550000.00
2020-03-11T21:42:37.688+0100;-2601.21;-16945.32;600550000.00
2020-03-12T21:43:37.703+0100;-2603.18;-16958.18;600550000.00
2020-03-13T21:44:37.695+0100;-2602.54;-16953.98;600550000.00
2020-03-14T21:45:37.688+0100;-2602.46;-16953.45;600550000.00
2020-03-15T21:46:37.693+0100;-2603.44;-16959.83;600550000.00
2020-03-16T12:08:37.587+0100;-2610.90;-17008.47;600550000.00
2020-03-17T00:09:15.420+0100;-2646.73;-17241.86;600550000.00
2020-03-17T12:09:15.495+0100;-2679.18;-17453.25;600550000.00
2020-03-18T00:10:15.421+0100;-2543.77;-16571.15;600550000.00
2020-03-18T12:10:15.492+0100;-2363.07;-15393.98;600550000.00
2020-03-19T00:11:15.417+0100;-2183.24;-14222.51;600550000.00
2020-03-19T12:11:15.491+0100;-1920.67;-12512.00;600550000.00
2020-03-20T00:12:15.416+0100;-837.16;-5453.57;600550000.00
2020-03-20T12:12:15.487+0100;-225.32;-1467.81;600550000.00
2020-03-21T00:13:15.413+0100;1115.38;7266.02;600550000.00
2020-03-21T12:13:15.493+0100;1365.29;8894.02;600550000.00
2020-03-22T00:14:15.412+0100;1422.16;9264.54;600550000.00
2020-03-22T12:14:15.511+0100;1411.74;9196.67;600550000.00
2020-03-23T00:15:15.425+0100;1390.65;9059.26;600550000.00
2020-03-23T12:15:15.488+0100;1483.57;9664.58;600550000.00
2020-03-24T00:16:15.420+0100;2474.03;16116.84;600550000.00
2020-03-24T12:16:15.498+0100;2531.08;16488.46;600550000.00
2020-03-25T00:17:15.423+0100;2502.43;16301.86;600550000.00
2020-03-25T12:17:15.504+0100;2466.66;16068.84;600550000.00
2020-03-26T00:18:15.420+0100;2423.18;15785.57;600550000.00
2020-03-26T12:18:15.493+0100;2395.26;15603.68;600550000.00
2020-03-27T00:19:15.420+0100;3509.31;22861.04;600550000.00
2020-03-27T12:19:15.502+0100;4158.71;27091.50;600550000.00
2020-03-28T00:20:15.426+0100;4299.58;28009.18;600550000.00
2020-03-28T12:20:15.496+0100;4341.32;28281.08;600550000.00
2020-03-29T00:21:15.418+0100;5060.94;32968.99;600550000.00
2020-03-29T13:21:15.502+0200;5217.96;33991.89;600550000.00
2020-03-30T01:22:15.424+0200;5287.53;34445.06;600550000.00
2020-03-30T13:23:15.423+0200;6435.85;41925.69;600550000.00
2020-03-31T01:24:15.430+0200;7359.78;47944.57;600550000.00
2020-03-31T13:25:15.423+0200;8536.68;55611.33;600550000.00
2020-04-01T01:26:15.426+0200;9845.45;64137.23;600550000.00
2020-04-01T13:26:15.518+0200;9999.00;65137.48;600550000.00
2020-04-02T13:28:15.434+0200;9999.00;65137.48;600550000.00
2020-04-03T13:30:15.423+0200;9999.00;65137.48;600550000.00
2020-04-04T13:32:15.431+0200;9999.00;65137.48;600550000.00
2020-04-05T13:34:15.437+0200;9999.00;65137.48;600550000.00
2020-04-06T13:36:15.434+0200;9999.00;65137.48;600550000.00
2020-04-07T13:37:15.429+0200;9999.00;65137.48;600550000.00
2020-04-08T13:39:15.428+0200;9999.00;65137.48;600550000.00
2020-04-09T13:41:15.432+0200;9999.00;65137.48;600550000.00
2020-04-10T13:43:15.424+0200;9999.00;65137.48;600550000.00
2020-04-11T13:45:15.425+0200;9999.00;65137.48;600550000.00
2020-04-12T13:46:15.516+0200;9999.00;65137.47;600550000.00
2020-04-13T01:47:15.433+0200;9996.90;65123.81;600550000.00
2020-04-13T13:48:15.428+0200;9967.87;64934.69;600550000.00
2020-04-14T01:49:15.429+0200;9999.00;65137.48;600550000.00
2020-04-15T01:51:15.429+0200;9999.00;65137.48;600550000.00
2020-04-16T01:53:15.432+0200;9999.00;65137.48;600550000.00
2020-04-17T01:55:15.436+0200;9999.00;65137.48;600550000.00
2020-04-18T01:56:15.515+0200;9999.00;65137.48;600550000.00
2020-04-19T01:58:15.426+0200;9999.00;65137.48;600550000.00
2020-04-20T02:00:15.427+0200;9999.00;65137.48;600550000.00
2020-04-21T02:02:15.428+0200;9999.00;65137.48;600550000.00
2020-04-22T02:04:15.430+0200;9999.00;65137.48;600550000.00
2020-04-23T02:06:15.425+0200;9999.00;65137.48;600550000.00
2020-04-24T02:07:15.428+0200;9999.00;65137.48;600550000.00
2020-04-25T02:09:15.428+0200;9999.00;65137.48;600550000.00
2020-04-26T02:11:15.428+0200;9999.00;65137.48;600550000.00
2020-04-27T02:13:15.428+0200;9999.00;65137.48;600550000.00
2020-04-28T02:15:15.435+0200;9999.00;65137.48;600550000.00
2020-04-29T02:16:15.512+0200;9999.00;65137.48;600550000.00
2020-04-30T02:18:15.436+0200;9999.00;65137.48;600550000.00
2020-05-01T02:20:15.434+0200;9999.00;65137.48;600550000.00
2020-05-02T02:22:15.437+0200;9999.00;65137.48;600550000.00
2020-05-03T02:24:15.430+0200;9999.00;65137.48;600550000.00
2020-05-04T02:26:15.432+0200;9999.00;65137.48;600550000.00
2020-05-05T02:27:15.429+0200;9999.00;65137.48;600550000.00
2020-05-06T02:29:15.425+0200;9999.00;65137.48;600550000.00
2020-05-07T02:31:15.426+0200;9999.00;65137.48;600550000.00
2020-05-08T02:33:15.426+0200;9999.00;65137.48;600550000.00
2020-05-09T02:35:15.431+0200;9999.00;65137.48;600550000.00
2020-05-10T02:36:15.525+0200;9999.00;65137.48;600550000.00
2020-05-11T02:38:15.427+0200;9999.00;65137.48;600550000.00
2020-05-12T02:40:15.435+0200;9999.00;65137.48;600550000.00
2020-05-12T22:50:20.368+0200;-2698.41;-17578.54;600550000.00
2020-05-13T22:51:20.383+0200;-2698.47;-17578.88;600550000.00
2020-05-14T22:52:20.362+0200;-2697.26;-17571.02;600550000.00
2020-05-15T22:53:20.365+0200;-2694.26;-17551.46;600550000.00
2020-05-16T22:54:20.367+0200;-2694.26;-17551.46;600550000.00
2020-05-19T09:08:36.062+0200;-2694.26;-17551.46;600550000.00
2020-05-19T21:09:35.123+0200;-2691.70;-17534.81;600550000.00
2020-05-20T21:10:35.115+0200;-2691.59;-17534.09;600550000.00
2020-05-21T21:11:35.121+0200;-2690.27;-17525.48;600550000.00
2020-05-22T21:12:35.117+0200;-2689.25;-17518.83;600550000.00
2020-05-23T21:13:35.113+0200;-2686.64;-17501.83;600550000.00
2020-05-24T21:14:35.122+0200;-2686.61;-17501.63;600550000.00
2020-06-22T08:24:10.222+0200;-2676.00;-17432.54;600550000.00
2020-06-22T20:25:05.885+0200;-2657.50;-17312.02;600550000.00
2020-06-23T20:26:05.884+0200;-2671.27;-17401.70;600550000.00
2020-06-24T20:27:05.889+0200;-2670.93;-17399.53;600550000.00
2020-06-29T09:06:42.300+0200;-2672.97;-17412.79;600550000.00
2020-07-01T10:18:03.104+0200;-2684.77;-17489.64;600550000.00
2020-07-01T22:19:00.470+0200;-2666.36;-17369.76;600550000.00
2020-07-02T22:20:00.487+0200;-2664.67;-17358.71;600550000.00
2020-07-03T22:21:00.470+0200;-2663.87;-17353.50;600550000.00
2020-07-04T22:22:00.470+0200;-2663.30;-17349.79;600550000.00
2020-07-05T22:23:00.470+0200;-2664.00;-17354.39;600550000.00
2020-07-20T09:43:10.054+0200;-2589.79;-16870.94;600550000.00
2020-07-20T21:44:00.996+0200;-2668.73;-17385.16;600550000.00
