"#TimeStamp, #SPIpressure, #SPIflow"
spi1,2023-07-20T08:52:38,6.861,55.8062
spi1,2023-07-20T08:52:38,6.861,55.8062
spi1,2023-07-20T08:52:38,6.861,55.8062
spi1,2023-07-20T08:52:38,6.861,55.8062
spi1,2023-07-20T08:52:38,6.861,55.8062
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.861,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T14:52:41,6.645,49.9625
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-20T22:53:02,6.88,53.3438
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T02:52:38,6.93,55.1812
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
spi1,2023-07-21T08:52:37,6.93,56.675
